fsq_id,name,popularity,price,rating,total_photos,total_ratings,total_tips
4aab06bff964a520995820e3,Addis Cafe,0.5887065487274985,2.0,7.3,6.0,8.0,4.0
508c159fe4b0306b57dfdfa7,Tangent Cafe,0.95747982619491,3.0,7.6,93.0,67.0,21.0
4b246cdcf964a520626724e3,Best Falafel,0.8760086902545003,1.0,6.1,13.0,20.0,8.0
53b74121498ebfb1ade5b1cd,Sushi Ville,0.9344545313469894,2.0,6.3,36.0,23.0,14.0
4b0de7daf964a520695223e3,Riddim & Spice,0.805788330229671,2.0,,,,
5c355fd8c9f907002cd49416,La Pache Pizza,0.8330229671011794,1.0,,,,
9f94007378304f36a7077bb3,4 Brothers Pizza,,,,,,
4e9974eec9454ded8858fa99,Durae Enterprises Ltd,,,,,,
4ad25114f964a520e0e020e3,St. Augustine's,0.9772462756052142,2.0,8.5,472.0,319.0,55.0
4aa7407df964a5207a4c20e3,Uncle Fatih's Pizza,0.9174619801365612,1.0,7.4,32.0,62.0,27.0
4aa8138ef964a520224f20e3,Megabite Pizza,0.8565526070763501,1.0,6.7,20.0,17.0,7.0
6140f96a4e1b0b7f20907ec1,Hon’s Wonton House,0.8427607076350093,1.0,,,,
3c3f2681eb9247d9289eaca4,Buddha's,,,,,,
4aabd916f964a5206d5a20e3,Kyle's Cafe,0.9481688392302916,1.0,6.3,5.0,8.0,6.0
4aae9cb7f964a5209b6220e3,Broadway Station Sushi,0.9257254810676598,2.0,6.6,13.0,16.0,6.0
4b747025f964a52099dc2de3,Quiznos,0.853177374301676,1.0,6.0,3.0,8.0,3.0
4b684df5f964a520bc702be3,Subway,0.9086941340782124,1.0,5.6,0.0,6.0,2.0
59b337eec0f1635d392d9cf8,Daddy's Kitchen,0.9280920235878336,2.0,,,,
4b9bf48ff964a5202d3a36e3,Freshslice Pizza,0.8626047486033519,1.0,,,,
4b5f923cf964a52042c229e3,McDonald's,0.9884388578522656,1.0,5.3,17.0,19.0,4.0
a60873434c704eb98bc9c8e0,Rio on Broadway,,,,,,
55a9abed498e0ce43418b2e5,Rooster's Ice Cream Bar,0.9814362197392924,1.0,6.1,16.0,24.0,4.0
53aa2de5498e191dfd681c59,The Lido,0.9605252948479206,2.0,7.2,11.0,13.0,1.0
4ce1b62d69136dcb750aebe6,Arturo's Mexico to Go,0.8933116076970825,1.0,6.7,17.0,30.0,10.0
55734e93498e907e6b20d811,SKK Vancouver Waterfront,0.4637065487274984,2.0,,,,
4e91027f0aafb4070c2e4225,The Grill at the Terminal City Club,0.8886367163252639,2.0,,,,
55073fe8498ef84023605e92,Creme de la Crumb,0.903534295468653,1.0,,,,
5baa64c84f0e58002c1a406d,Thai Express,0.4008767846058348,2.0,5.8,25.0,6.0,3.0
55c099336d3042caba03c407,TacoTime Canada,,,,,,
ac99df13047840ceff55718f,Aburi Restaurants Canada,,,,,,
57096a03cd10b7535b1d59a5,Anh and Chi,0.9793218497827436,2.0,8.7,138.0,87.0,14.0
4d810b99e6d7721e1bb523c7,Slickity Jim's Chat & Chew,0.9066767535692116,2.0,7.8,86.0,97.0,30.0
4c058d82191f20a11e43e314,Church's Chicken,0.9854903786468032,1.0,5.9,12.0,25.0,2.0
605498964d6e3e208bfea856,Pizza Hut,0.1589851024208566,1.0,,,,
62dee334abfc6e5cc280436a,Sushi Hil,0.8347299813780261,2.0,,,,
32f5e100e1974a40219bc66a,Pizza Hut,,,,,,
4efbdec10e014519c62d8889,Pizzeria Barbarella,0.9215937306021104,1.0,7.4,86.0,60.0,16.0
5d4103e23c3cf700076593dc,Catoro Cafe,0.929352886405959,,,,,
5b63bc6135d3fc002ccf63e7,Hail Mary's,0.8148665425201738,2.0,,,,
7418f07a52cf4f97a6e57915,Siga Siga,,,,,,
5ae52e0786bc49002cd8ee1e,Ba-Le Deli & Bakery - Broadway,0.940370887647424,2.0,,,,
79de8a71f87a42507a9b70d5,Salam Enterprise Ltd,,,,,,
52927eb5551b4f77b3e7b801,Nada,,,,,,
4aa81620f964a5203b4f20e3,Moose's Down Under,0.9525721601489758,2.0,7.6,89.0,79.0,16.0
4aa94b4af964a520f15220e3,Scoozi's,0.9130974549968964,2.0,7.4,120.0,168.0,60.0
4aad5fd7f964a520f75f20e3,Sciué Italian Bakery Caffé,0.954046399751707,1.0,6.9,43.0,55.0,20.0
4aa87d05f964a5207a5120e3,The Butcher & Bullock,0.8869490999379267,1.0,6.4,118.0,143.0,39.0
5938aff5829b0c197db5625e,Silver Crescent Tea Co,0.10502017380509,2.0,,,,
53629dc0498e27d5756987a7,Via Tevere Food Truck,0.9027777777777778,1.0,,,,
4c115e5d6e5dc9b6e8faaf2d,Pho Express,0.8979283054003724,2.0,,,,
587d4a3d0393cc5a953d2064,Bibiko,0.7995616076970825,2.0,,,,
b73d64f82bfc408c570ff17c,Chelsea Restaurant,,,,,,
1646e418a9ff4294281bc2fb,Hydra Cafe and Bar,,,,,,
ec3a07d73e324de970fe8062,Hydra Estiatorio Mediterranean,,,,,,
722403136cb14651f9b13e44,Palate Kitchen,,,,,,
355bc300a6ee431f28f5c420,Subway,,,,,,
5285454abff84c0f6f791b30,Black Pearl,,,,,,
abb445c6c11649cf546c0df3,Kumo Japanese Ramen,,,,,,
6967dc5d8d534cd3b2742968,Bubble Waffle,,,,,,
4cf3fd1e6c29236affdd73a2,A. Bosa and Company Ltd. Import Euro,0.9859753258845436,1.0,8.3,8.0,14.0,1.0
4f1b5861e4b08382320d3f2e,Parallel 49 Brewing Co,0.9859947237740534,1.0,8.7,362.0,168.0,32.0
4aa961a6f964a520625320e3,JJ Bean House of Coffee,0.9363361266294228,1.0,7.9,32.0,37.0,12.0
4aa7d40ff964a5206e4d20e3,Les Faux Bourgeois,0.9308077281191808,2.0,8.8,122.0,122.0,59.0
4f1995afe4b00583e823ffc4,Matchstick Coffee,0.9860917132216016,2.0,8.8,251.0,235.0,53.0
4f21e016e4b0c41c4ffda0ab,The Gluten Free Epicurean,0.4697004965859714,1.0,8.5,32.0,24.0,8.0
4b2e7cddf964a52015e124e3,Lions Den Cafe,0.8392108938547486,2.0,7.4,30.0,24.0,10.0
4ab7f051f964a520827b20e3,Ebi-Ten,0.9682456548727498,1.0,8.3,152.0,150.0,33.0
552583c6498e2ca34e9012b4,Straight Outta Brooklyn NYC Pizzeria,0.970030260707635,1.0,8.3,88.0,93.0,16.0
4aa7dce2f964a520ad4d20e3,Cafe Medina,0.9936374922408442,2.0,9.0,980.0,1363.0,307.0
4c7596abb474a1cda1b9b9bf,Library Square,0.8100558659217877,,7.7,229.0,25.0,4.0
538f71c9498e0706f1475262,Hubbub,0.907995810055866,1.0,7.4,20.0,64.0,16.0
4fe504f0e4b00cda589425c7,Memphis Blues Barbeque House,0.9230291744258224,2.0,7.2,67.0,58.0,11.0
533466e7498e5bc662c9e26c,Le Petit Belge,0.9352304469273744,1.0,7.1,67.0,69.0,15.0
4c94d97421c7199cf968137f,Blenz Coffee,0.967935288640596,1.0,7.2,20.0,14.0,3.0
