id,name,review_count,rating,transactions,station_id
t-soDjOlN6XkySHBdhRkKA,Forage,681,4.0,[],da8b6e94f90ad41a3f8de10596992372
jMz_y_-cWMfiZF7Q5snE6Q,Ramen Danbo,525,4.5,[],da8b6e94f90ad41a3f8de10596992372
vnKoBdTuh2lsUKASMwQYbA,ChongQing,380,3.5,[],da8b6e94f90ad41a3f8de10596992372
OpagbGwT8j4ydy0sOVtU8g,Bon Crepe,157,4.5,[],da8b6e94f90ad41a3f8de10596992372
7Ouec2qlKyXnFrZc1tWIRQ,Bubble World,165,4.0,[],da8b6e94f90ad41a3f8de10596992372
DmeNxtgASzdsMmWOLeB4Qw,D'oro Gelato e Caffè,175,4.0,[],da8b6e94f90ad41a3f8de10596992372
R0Oo9LRcrHQmK_a-iFTiMw,Horin Ramen + Sake,130,4.0,[],da8b6e94f90ad41a3f8de10596992372
fmxsSXv9IlSBshPQqP3LCQ,Joong Won,75,4.0,[],da8b6e94f90ad41a3f8de10596992372
FkzUkjxk8GmMz16s0ghyzA,Miko Sushi Japanese Restaurant,128,3.5,[],da8b6e94f90ad41a3f8de10596992372
esiq28ryKqk7G_xwDyJxkg,Koyuki Sapporo Ramen,91,3.5,[],da8b6e94f90ad41a3f8de10596992372
rXABnJdgOUY_SIqrAZwBqg,Cora Breakfast and Lunch,123,3.5,[],da8b6e94f90ad41a3f8de10596992372
txxIT2N5F7O2l4Gu2M6DAA,Good Dogs Plant Foods,15,5.0,[],da8b6e94f90ad41a3f8de10596992372
a9P_JDakVrbunkghXHM9ug,Coco Rico Cafe,74,3.5,[],da8b6e94f90ad41a3f8de10596992372
yXcyMy3-1buA54a415XeGw,A Taste of India Restaurant,81,3.5,[],da8b6e94f90ad41a3f8de10596992372
oR5H6u8imOodCpEtW-KmoQ,Dae Bak Bon Ga,123,3.0,[],da8b6e94f90ad41a3f8de10596992372
3dyhY-hBnC8ijKHgSpWdWA,Rice and Noodle,84,3.5,[],da8b6e94f90ad41a3f8de10596992372
eXtQGDyOYElcAIKcLp1B9w,Stepho's,221,3.0,[],da8b6e94f90ad41a3f8de10596992372
viTut7TZzcR2Q8HAtqe8Zw,Tim Hortons,46,3.5,[],da8b6e94f90ad41a3f8de10596992372
4OJJ7hM_ZLskwCQX3affNA,Meet Fresh,84,3.5,[],da8b6e94f90ad41a3f8de10596992372
1UkzvVfUk0_MSTm6G34fMA,Bella Gelateria,10,4.5,[],da8b6e94f90ad41a3f8de10596992372
HNZTQcWZX1Zga7_fTKyaUA,Ole Wings & Tapas,51,3.0,[],da8b6e94f90ad41a3f8de10596992372
K2lsn89WFOKdkcF82d4LJw,Momo Sushi,117,3.0,[],da8b6e94f90ad41a3f8de10596992372
lY9eVM4ZezL_1ZQZebkj2w,Little Cafe,6,5.0,[],da8b6e94f90ad41a3f8de10596992372
B2UbgKVGP6P7HhD4DtYP8A,Ahwaz Hookah House,22,3.5,[],da8b6e94f90ad41a3f8de10596992372
Kv9c395EanG-Xv8pp8j_fg,miss KOREA BBQ,29,2.5,[],da8b6e94f90ad41a3f8de10596992372
UuUCTiAJOvjDiIHELz_spw,The Bunker At The Barclay,4,4.0,[],da8b6e94f90ad41a3f8de10596992372
w6ZrZga6rCQgaNk5F5Q7HQ,Beside Forage,2,4.5,[],da8b6e94f90ad41a3f8de10596992372
B6YyCPbktKpy-FQysJotCA,Sharetea,7,2.5,[],da8b6e94f90ad41a3f8de10596992372
G3xRAjXceBFGjQ-NLaKmTA,Chicko Chicken,3,4.0,[],da8b6e94f90ad41a3f8de10596992372
NlHqymo3ziBdOTapYzUpPQ,New Asahi Japanese Restaurant,4,2.0,[],da8b6e94f90ad41a3f8de10596992372
l-nd8Zbp_HUCQeFY_zMRGQ,The Den,1,3.0,[],da8b6e94f90ad41a3f8de10596992372
