id,name,review_count,rating,transactions,station_id
OHdcby7tM50qyOOcV9nrvA,Jamjar - Folk Lebanese Food,252,4.0,[],c64ee19c62a363019ddbaedf71df2882
VznOFJQbZ9PZKrzdXkkiiA,St. Augustine's,274,3.5,[],c64ee19c62a363019ddbaedf71df2882
t9g6KKmAl0dgsftMxGpXPA,B House,17,4.5,[],c64ee19c62a363019ddbaedf71df2882
vLnt37_PWcAiTvw-SJIJMQ,Loku Japanese Cuisine,23,3.5,[],c64ee19c62a363019ddbaedf71df2882
9ltXAbwXKZa7FECq9tdGgg,Juno Provisions,7,4.0,[],c64ee19c62a363019ddbaedf71df2882
