id,name,review_count,rating,transactions,station_id
E1W37ovBz6IVo5SEHVfD0g,Peaked Pies,190,4.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
cH37SRKLy26PvjViLkO-Bg,Cafe Phin and Pho,143,4.0,[],f5e8fa1fc4252bda2f93dd27ed2d603f
lkesp7bQlPaaANqGlTS1PA,Legendary Noodle House,226,3.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
gBQymRxldIfwI4Iq0oJgEg,Olympia Restaurant,140,3.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
KzyJgXCdDssMgCFjO-zVQA,3 Quarters Full,92,3.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
vOzWw7aykvQY1HpD7RwTVQ,MITbit,12,4.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
_mdM049YVXh1Fuhr4aFNuA,The Basic,66,3.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
5rbWt4GTy0SXA6H5-s1QVQ,Sushi Aboard,27,3.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
AMFubtiJVDWG6uOT2fWVEA,Ong Ba,9,4.0,[],f5e8fa1fc4252bda2f93dd27ed2d603f
xwd7Nkbuc3zzTpnFuKtU6A,Gillaneh Grill House,41,3.0,[],f5e8fa1fc4252bda2f93dd27ed2d603f
h5ols5d6PMFVxiRp-_Dg8w,Panago Pizza,19,3.0,[],f5e8fa1fc4252bda2f93dd27ed2d603f
hEUee1BgREGJylWrBx-yyw,Burger King,33,1.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
POgP2QiqScF-oOMHSz7sww,Chef Ron,2,5.0,[],f5e8fa1fc4252bda2f93dd27ed2d603f
VTlIxJgdDEcD-LbAt0ceZA,Tim Hortons,21,1.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
H775-UYXAOmCv5yTPD9BmQ,7-Eleven,9,3.0,[],f5e8fa1fc4252bda2f93dd27ed2d603f
bRupNgXLrQPHkaFzmRop-w,A&W,4,3.5,[],f5e8fa1fc4252bda2f93dd27ed2d603f
