id,name,review_count,rating,transactions,station_id
TZ2fpNhNWH2tmFI-kIG_yw,Budgies Burritos,278,4.0,[],707c1c54e0278fbae5d0ae3c42a25b71
3c5iJ9DQPt3R7Do1WaaW-w,La Petite Cuillère,140,4.0,[],707c1c54e0278fbae5d0ae3c42a25b71
r-njwQQ57eF8ejv2QclItA,AJ's Brooklyn Pizza Joint,122,4.5,[],707c1c54e0278fbae5d0ae3c42a25b71
STTsnEapJPt4ZR1sQ3hNig,Level V Bakery,27,4.5,[],707c1c54e0278fbae5d0ae3c42a25b71
UjDZwOEn1Cx3o906B541EQ,Hime Sushi Restaurant,88,3.5,[],707c1c54e0278fbae5d0ae3c42a25b71
IO51VcyNBLtRGl4FF8bOmw,Whisk Matcha,34,4.0,[],707c1c54e0278fbae5d0ae3c42a25b71
YUWUwIv6WrwHda81WqNVwg,Hime Sushi,49,3.0,[],707c1c54e0278fbae5d0ae3c42a25b71
Ri0V6nyH0qOQH6e5vtDQ0Q,Kin Kao Song,12,4.0,[],707c1c54e0278fbae5d0ae3c42a25b71
TPSicxGE9Fc9c0377PHmtg,Pizza Pizza,12,2.5,[],707c1c54e0278fbae5d0ae3c42a25b71
vi0pI7ghshOZ3JHe3WE5jw,Western Front,2,4.0,[],707c1c54e0278fbae5d0ae3c42a25b71
RXaSRc5rWu7kr6A6yl6cWw,Freshii,7,2.5,[],707c1c54e0278fbae5d0ae3c42a25b71
FD4jKJCMQrvLtS17Pg0rZg,Quesada Burritos & Tacos,1,4.0,[],707c1c54e0278fbae5d0ae3c42a25b71
