id,name,review_count,rating,transactions,station_id
s0INTkNshIntfZpKzeaHQA,Passione Gelato,91,5.0,[],c7b5bec0b2f4ab9a2d3f9d837725620c
Thd2hkwftyCRcX998vCmAQ,On Yogurt,89,4.0,[],c7b5bec0b2f4ab9a2d3f9d837725620c
p8lxRgWWIFhWuecUwWFVOg,FRESH Sushi,125,4.0,[],c7b5bec0b2f4ab9a2d3f9d837725620c
KF9osr-B-5jzmujeb5lMkA,Rocanini Coffee Roasters,54,4.5,[],c7b5bec0b2f4ab9a2d3f9d837725620c
W15xOrnCh3OrWPs4tXFNlQ,Le Doux Ciel,19,4.0,[],c7b5bec0b2f4ab9a2d3f9d837725620c
zcxEoFmiWqlFGJPBVq5_Ng,Pho Khanh Express,27,4.0,[],c7b5bec0b2f4ab9a2d3f9d837725620c
z_EFxaliVbDX5syFIofESw,7-Eleven,10,3.5,[],c7b5bec0b2f4ab9a2d3f9d837725620c
q9zrBjnDDhcG2Lq3b2fE8w,Mrkt East,19,2.5,[],c7b5bec0b2f4ab9a2d3f9d837725620c
jaYjyvJYXZn3lNi_tl9Z_A,Pane E Formaggio,1,4.0,[],c7b5bec0b2f4ab9a2d3f9d837725620c
