fsq_id,name,popularity,price,rating,stats.total_photos,stats.total_ratings,stats.total_tips,station_id
4d2cce46ae3a8cfa4067bf70,Hawksworth Restaurant,0.986266294227188,4.0,8.9,401.0,270.0,66.0,6c7fb9043e6df5a4cc50404581a947b9
4aa7ceb6f964a520504d20e3,Caffe Artigiano,0.9684784295468652,2.0,7.7,204.0,144.0,53.0,6c7fb9043e6df5a4cc50404581a947b9
553bdde9498e4eca654a36d3,Notch8 Restaurant,0.9926869956548727,2.0,8.1,58.0,61.0,11.0,6c7fb9043e6df5a4cc50404581a947b9
51fecfa2498e27c58533c281,Faubourg,0.9347067039106145,3.0,7.2,279.0,148.0,43.0,6c7fb9043e6df5a4cc50404581a947b9
4aa8060af964a520d04e20e3,Bellaggio Cafe,0.9537748292985723,2.0,7.0,113.0,89.0,27.0,6c7fb9043e6df5a4cc50404581a947b9
5e2cbbcd1341aa000793b7f0,1931 Gallery Bistro,0.9197121353196772,,,,,,6c7fb9043e6df5a4cc50404581a947b9
4bf5a90192d19521859f591f,Radar Area,0.015828677839851025,3.0,,,,,6c7fb9043e6df5a4cc50404581a947b9
50ef23afe4b04e0d11da9edd,Afternoon Tea at Fairmont Hotel Vancouver,0.9439788950962136,2.0,,,,,6c7fb9043e6df5a4cc50404581a947b9
4bbbbfe02d9ea59370d79fce,Honey's Buns,0.11025760397268777,1.0,,,,,6c7fb9043e6df5a4cc50404581a947b9
817a747515b144c095905240,Herons Restaurant & Lounge,,,,,,,6c7fb9043e6df5a4cc50404581a947b9
e6f7b0f5002b41f224d5b30e,900 West Lounge & Wine Bar,,,,,,,6c7fb9043e6df5a4cc50404581a947b9
1f9a4b7a3a5f4027f7508328,Fairmont Gold Lounge,,,,,,,6c7fb9043e6df5a4cc50404581a947b9
a502f40ac3014d4d286571eb,Feastro,,,,,,,6c7fb9043e6df5a4cc50404581a947b9
