fsq_id,name,popularity,price,rating,stats.total_photos,stats.total_ratings,stats.total_tips,station_id
4aaae466f964a520e45720e3,Bacchus Restaurant & Lounge,0.9735800744878957,4.0,8.3,99.0,71.0,18.0,0b543fc4e694fe07a54dac48bb1b3390
4aa17172f964a520904020e3,JOEY Burrard,0.9892923649906891,2.0,8.5,311.0,323.0,68.0,0b543fc4e694fe07a54dac48bb1b3390
4aa7ceb6f964a520504d20e3,Caffe Artigiano,0.9684784295468652,2.0,7.7,204.0,144.0,53.0,0b543fc4e694fe07a54dac48bb1b3390
51fecfa2498e27c58533c281,Faubourg,0.9347067039106145,3.0,7.2,279.0,148.0,43.0,0b543fc4e694fe07a54dac48bb1b3390
4aa8060af964a520d04e20e3,Bellaggio Cafe,0.9537748292985723,2.0,7.0,113.0,89.0,27.0,0b543fc4e694fe07a54dac48bb1b3390
4de3ef4dcc3fa786ac832554,Roaming Dragon,0.8339928615766604,1.0,6.5,34.0,22.0,14.0,0b543fc4e694fe07a54dac48bb1b3390
4bf5a90192d19521859f591f,Radar Area,0.015828677839851025,3.0,,,,,0b543fc4e694fe07a54dac48bb1b3390
61f061d4c27046306da74f80,Bacchus Restaurant & Lounge,0.825612973308504,,,,,,0b543fc4e694fe07a54dac48bb1b3390
5cf2f6b2fb8e59002c11ca57,Basil Box,0.9175589695841092,2.0,,,,,0b543fc4e694fe07a54dac48bb1b3390
4bec9a750ddaa59307cd1dc3,Hot Dog Stand,0.44599627560521415,1.0,,,,,0b543fc4e694fe07a54dac48bb1b3390
c458f4b2abdd47ad02d43d1c,Roaming Dragon,,,,,,,0b543fc4e694fe07a54dac48bb1b3390
6ae381607b15403e86981180,Bayer's Cappucino Bar,,,,,,,0b543fc4e694fe07a54dac48bb1b3390
1a70e7b87cdc45f2f62ec673,Subway,,,,,,,0b543fc4e694fe07a54dac48bb1b3390
9a811ef83f9441477a0f83ab,Death by Chocolate,,,,,,,0b543fc4e694fe07a54dac48bb1b3390
e7596dd228944f15ac7ea896,Sandwich Tree,,,,,,,0b543fc4e694fe07a54dac48bb1b3390
