fsq_id,name,popularity,price,station_id
5ae52e0786bc49002cd8ee1e,Ba-Le Deli & Bakery - Broadway,0.9403708876474239,2.0,f62bc2bfe9a0a563d5b6745ce6d962ba
79de8a71f87a42507a9b70d5,Salam Enterprise Ltd,,,f62bc2bfe9a0a563d5b6745ce6d962ba
52927eb5551b4f77b3e7b801,Nada,,,f62bc2bfe9a0a563d5b6745ce6d962ba
