fsq_id,name,popularity,price,rating,stats.total_photos,stats.total_ratings,stats.total_tips,station_id
4aa6b094f964a520ad4a20e3,JJ Bean Coffee Roasters,0.9568784916201117,2.0,7.6,146.0,103.0,31.0,838d5bb59963474ad08a6d5b156943ed
4fb6cb56e4b04335c6dfbe0a,49th Parallel Coffee Roast,0.9833566108007449,2.0,8.7,892.0,625.0,126.0,838d5bb59963474ad08a6d5b156943ed
4aa6ae76f964a520a24a20e3,Burgoo Bistro Main St,0.9649092178770949,2.0,8.4,185.0,292.0,73.0,838d5bb59963474ad08a6d5b156943ed
56170a0b498e26e1cc61f3b0,Uncle Abe's,0.9442698634388579,3.0,7.4,5.0,21.0,7.0,838d5bb59963474ad08a6d5b156943ed
4ac92cb6f964a52001bf20e3,Cobs Bread,0.9251435443823712,1.0,7.3,1.0,12.0,3.0,838d5bb59963474ad08a6d5b156943ed
56c1111fcd109d4ce71f5095,Pho Goodness,0.9422912787088765,2.0,7.5,12.0,15.0,1.0,838d5bb59963474ad08a6d5b156943ed
55416137498e0d288b76b9e7,Colony Bar Main Street,0.925919459962756,2.0,7.3,28.0,28.0,3.0,838d5bb59963474ad08a6d5b156943ed
4aaaf261f964a520385820e3,Papa's Gourmet Pizza Ltd,0.8052645872129113,1.0,6.9,7.0,9.0,8.0,838d5bb59963474ad08a6d5b156943ed
4ab3dc46f964a520ca6e20e3,Joe's Grill,0.8492783985102421,2.0,7.7,55.0,103.0,40.0,838d5bb59963474ad08a6d5b156943ed
612a61346f20c75a0bd63f22,Forecast Coffee,0.94877017380509,1.0,,,,,838d5bb59963474ad08a6d5b156943ed
4ab6a3fbf964a5205d7820e3,Mitra Canteen,0.9072392923649907,2.0,,,,,838d5bb59963474ad08a6d5b156943ed
4aa6b9c6f964a520d34a20e3,Vera's Burger Shack,0.90625,2.0,5.8,16.0,18.0,9.0,838d5bb59963474ad08a6d5b156943ed
56d2143ccd10a99384eccec8,Pizza Garden,0.9212833643699565,1.0,,,,,838d5bb59963474ad08a6d5b156943ed
4aa57ee4f964a5209b4820e3,Panago Pizza Inc,0.8162049968963376,1.0,,,,,838d5bb59963474ad08a6d5b156943ed
5ce9e62b3731ee002c34bd98,Kaori Izakaya,0.8984714463066419,2.0,,,,,838d5bb59963474ad08a6d5b156943ed
5cb297085bc27d002574e694,Seiza,0.932786312849162,2.0,,,,,838d5bb59963474ad08a6d5b156943ed
5d95968647cc9a00081f427b,Planetary Burger,0.8671244568590938,2.0,,,,,838d5bb59963474ad08a6d5b156943ed
a7beae7d87a24edc3e7d8834,Hyde Restaurant & Lounge,,,,,,,838d5bb59963474ad08a6d5b156943ed
91e8da97d4204da26059c7e4,Seiza Japanese Cuisine,,,,,,,838d5bb59963474ad08a6d5b156943ed
40b1eb7aec204e7b693872cc,Lucky's Doughnuts,,,,,,,838d5bb59963474ad08a6d5b156943ed
bb1fd8464b2f46c816eb92b5,Burgoo Bistro,,,,,,,838d5bb59963474ad08a6d5b156943ed
