fsq_id,name,popularity,price,rating,stats.total_photos,stats.total_ratings,stats.total_tips,station_id
4fb14574e4b0e047b2ebf605,Meat & Bread,0.9827358783364369,2.0,9.0,146.0,209.0,32.0,bf8408067b0e0c963f3ff526977bcef3
4d486b0211618cfade6cd423,Koffie,0.9593420235878336,1.0,7.9,12.0,17.0,2.0,bf8408067b0e0c963f3ff526977bcef3
576c9358cd10a371ffa40cfb,Kamei Royale Japanese Restaurant,0.9574216325263811,2.0,7.5,29.0,21.0,2.0,bf8408067b0e0c963f3ff526977bcef3
4b103e52f964a520206c23e3,JOEY Bentall One,0.994006052141527,2.0,7.6,233.0,150.0,35.0,bf8408067b0e0c963f3ff526977bcef3
52831fbd11d2e6c28ac11bb9,Chewies Steam & Oyster Bar Co,0.984171322160149,2.0,7.1,111.0,90.0,32.0,bf8408067b0e0c963f3ff526977bcef3
4f0f3003e4b0d2af73a23682,Subway,0.68391139044072,1.0,6.5,1.0,1.0,,bf8408067b0e0c963f3ff526977bcef3
4c49d7b3567776b07e8d0588,Japadog,0.9554236499068901,1.0,6.7,65.0,27.0,11.0,bf8408067b0e0c963f3ff526977bcef3
4b675688f964a520f0482be3,Fujiya Take Out,0.8892768466790814,2.0,6.6,30.0,35.0,12.0,bf8408067b0e0c963f3ff526977bcef3
5053c6abe4b0719d6768a508,Joey Restaurant Group,0.9213221601489758,,,,,,bf8408067b0e0c963f3ff526977bcef3
53fe1bd1498e8b3759518bb7,O'Love Bistro Inc,0.8127909683426443,2.0,,,,,bf8408067b0e0c963f3ff526977bcef3
4bbe603c006dc9b66e11fb3f,Quiznos,0.8604127870887648,1.0,,,,,bf8408067b0e0c963f3ff526977bcef3
564284a1498e8336839b7a87,Tim Hortons,0.9055710738671633,1.0,6.3,,0.0,,bf8408067b0e0c963f3ff526977bcef3
4d8a505176e1236ae1c21743,Enzo's Cafe,0.9157937616387337,1.0,,,,,bf8408067b0e0c963f3ff526977bcef3
64868dfd2e8a4ca6393f8436,Arby's,,,,,,,bf8408067b0e0c963f3ff526977bcef3
71e24e8b1e34451b792b8592,Aussie Pie Guy,,,,,,,bf8408067b0e0c963f3ff526977bcef3
5f2721d9b4a14802b1fd6d90,Soup Zone,,,,,,,bf8408067b0e0c963f3ff526977bcef3
1a1014fd0dee4f52d6603119,Fluid Lounge & Restaurant,,,,,,,bf8408067b0e0c963f3ff526977bcef3
0f43981da68c40c2f9017737,Flying Wedge Pizza Co,,,,,,,bf8408067b0e0c963f3ff526977bcef3
7d8c74087b784ab0ba7f5869,Miku Restaurant,,,,,,,bf8408067b0e0c963f3ff526977bcef3
87b7c38d4b38483edb1d8845,Kuroi Sushi,,,,,,,bf8408067b0e0c963f3ff526977bcef3
3998178867614d5ebdacd7e0,Brass Fish Tavern,,,,,,,bf8408067b0e0c963f3ff526977bcef3
fca74cb740044fa27828f489,Vina Gourmet Metro Town Inc,,,,,,,bf8408067b0e0c963f3ff526977bcef3
5bc73d7100a64af16d97a0a9,Anita's Kitchen,,,,,,,bf8408067b0e0c963f3ff526977bcef3
0fbaabd123084f8a2ef6e898,Funny Farm Comedy Show,,,,,,,bf8408067b0e0c963f3ff526977bcef3
b9413a31019f4f40a6b9adde,EasyToDine Head Office,,,,,,,bf8408067b0e0c963f3ff526977bcef3
