fsq_id,name,popularity,price,rating,stats.total_photos,stats.total_ratings,stats.total_tips,station_id
4aa6bc27f964a520df4a20e3,Steamworks Brewing Co,0.9986033519553073,2.0,8.6,1117.0,1034.0,182.0,257715b845828e027ff35dd0f11c971e
4aa738b0f964a520584c20e3,Momo Sushi,0.9302063935443824,2.0,8.0,159.0,212.0,39.0,257715b845828e027ff35dd0f11c971e
5a625194b1538e3d54910a2c,Ignite Pizzeria,0.929100713842334,1.0,7.3,38.0,16.0,4.0,257715b845828e027ff35dd0f11c971e
4aa7393bf964a5205b4c20e3,Kitanoya Guu With Otoko Mae,0.9787011173184358,2.0,7.5,260.0,146.0,49.0,257715b845828e027ff35dd0f11c971e
4aa8325ef964a520fd4f20e3,Brioche Urban Baking & Catering,0.8565720049658597,2.0,7.4,97.0,90.0,29.0,257715b845828e027ff35dd0f11c971e
4aa89d0df964a520a65120e3,Top of Vancouver Revolving Restaurant,0.9261522346368715,4.0,7.0,282.0,103.0,21.0,257715b845828e027ff35dd0f11c971e
4aabe6baf964a520cc5a20e3,Red Room Ultra Bar,0.9404096834264432,2.0,6.6,115.0,67.0,22.0,257715b845828e027ff35dd0f11c971e
4aa9614ff964a520615320e3,Tim Hortons,0.9757526381129733,1.0,6.9,69.0,80.0,19.0,257715b845828e027ff35dd0f11c971e
530272b5498ebf98dce9de5d,Fatburger,0.7985529174425823,1.0,6.3,7.0,8.0,1.0,257715b845828e027ff35dd0f11c971e
52eabc15498e7977c643be04,Thai Express,0.8857658286778398,2.0,5.9,1.0,11.0,2.0,257715b845828e027ff35dd0f11c971e
52ec0c19498e6ec4bad9b3eb,Camay Wok Restaurant,0.5180594351334574,1.0,,,,,257715b845828e027ff35dd0f11c971e
56fd8201498e01c863d68502,Teppan Kitchen,0.934376939788951,2.0,,,,,257715b845828e027ff35dd0f11c971e
52c7264911d27bd55458be5a,Hiro Japan Express,0.7608822160148976,2.0,,,,,257715b845828e027ff35dd0f11c971e
595d4c789ec3991d3cb3dc1d,Bubble Waffle Cafe,0.9152894165114835,,,,,,257715b845828e027ff35dd0f11c971e
62f542a6f300ea17d00f4811,Laughing Daughters,0.7980679702048417,2.0,,,,,257715b845828e027ff35dd0f11c971e
4d6d7092cb0eb1f7f73faca0,Casablanca Mediterranean Cuisine,0.7781657355679702,2.0,,,,,257715b845828e027ff35dd0f11c971e
9d791a97a7b2481154aad915,Club Mumbai Vancouver,,,,,,,257715b845828e027ff35dd0f11c971e
d77ed15d95a84f1c7ce93f5e,City Picnics Cafe,,,,,,,257715b845828e027ff35dd0f11c971e
b75a58b1764a4815ee36208a,My Toan,,,,,,,257715b845828e027ff35dd0f11c971e
690b6cdd854c45284cd43dcb,A&W Restaurant,,,,,,,257715b845828e027ff35dd0f11c971e
