fsq_id,name,popularity,rating,stats.total_photos,stats.total_ratings,stats.total_tips,price,station_id
4b946504f964a520947734e3,Won More Szechuan Cuisine,0.7583604903786468,8.1,7.0,11.0,3.0,,0438114d2e6b96118de69bc9775bb21e
4c773251f2473704719c65eb,Sylvia's Bar,0.9188780260707635,7.7,38.0,20.0,10.0,2.0,0438114d2e6b96118de69bc9775bb21e
4abbf55cf964a520ae8520e3,Marble Slab Creamery,0.9405260707635009,7.6,104.0,60.0,18.0,1.0,0438114d2e6b96118de69bc9775bb21e
4ac6a6dff964a520a5b520e3,Mediterranean Grill,0.975306486654252,7.2,47.0,46.0,15.0,2.0,0438114d2e6b96118de69bc9775bb21e
4abad180f964a520108320e3,Babylon Cafe,0.950768156424581,6.9,24.0,24.0,9.0,1.0,0438114d2e6b96118de69bc9775bb21e
51b3e9fd498edc9cb202bada,Shamrock Alley,0.9515828677839852,6.6,22.0,21.0,6.0,1.0,0438114d2e6b96118de69bc9775bb21e
56ff4fa6498e3f0ebdbdbfe1,La Catrina Mexican Tacos,0.8423339540657977,6.4,10.0,19.0,4.0,1.0,0438114d2e6b96118de69bc9775bb21e
5f03a449620ed061bb7493b8,Vonns,0.8994219428926132,,,,,1.0,0438114d2e6b96118de69bc9775bb21e
602dd2158f3fbb0da5b579a5,The Loft on Denman,0.8938353507138423,,,,,2.0,0438114d2e6b96118de69bc9775bb21e
5e2e693517ff6400083267ca,Beeryani Indian Bistro and Bar,0.0626745810055866,,,,,2.0,0438114d2e6b96118de69bc9775bb21e
5bc42e0bda5ede002cc5c121,The Cake Club,0.20889587212911234,,,,,1.0,0438114d2e6b96118de69bc9775bb21e
26b014175e054ff7c957cdf1,Seafood and Papi's Oyster Bar,,,,,,,0438114d2e6b96118de69bc9775bb21e
7c19d9c1af2e4498cc2ed62c,Subway,,,,,,,0438114d2e6b96118de69bc9775bb21e
0cf26ad97e8b40b5d624c3ce,Engelsea Pizza and Cafe,,,,,,,0438114d2e6b96118de69bc9775bb21e
