fsq_id,name,popularity,rating,stats.total_photos,stats.total_ratings,stats.total_tips,price,station_id
58c999231174200c2f0a3cf5,The Hoke Poke,0.845340626939789,8.6,9.0,78.0,4.0,,b9baf685b7053de899bf3467f61c2781
554d16bf498e79a568da04de,Ramen Danbo,0.9744917752948479,8.1,114.0,96.0,12.0,1.0,b9baf685b7053de899bf3467f61c2781
4aa8661bf964a5201f5120e3,Trattoria Italian Kitchen,0.9656463376784605,7.3,134.0,125.0,53.0,3.0,b9baf685b7053de899bf3467f61c2781
4c01b1a4716bc9b69a58bc55,Pizza Hut,0.817931409062694,6.4,2.0,1.0,0.0,1.0,b9baf685b7053de899bf3467f61c2781
5e17e61f28257000084b3773,Mi Casa Mexicana,0.9594390130353817,,,,,1.0,b9baf685b7053de899bf3467f61c2781
4d70147a27316ea83a30b9aa,The Bibo,0.7857697082557418,5.7,53.0,33.0,17.0,2.0,b9baf685b7053de899bf3467f61c2781
57479d2c498e0cddb26315f7,Ajiya Sushi,0.8991697703289883,,,,,2.0,b9baf685b7053de899bf3467f61c2781
5be7ba0435d3fc002c48ef9a,Best Falafel,0.8247400682805711,,,,,1.0,b9baf685b7053de899bf3467f61c2781
5cdc801a67af3a002c8871f3,The Pie Hole,0.9599239602731223,,,,,,b9baf685b7053de899bf3467f61c2781
816e821ad8654473d70b1501,Sushi Bar,,,,,,,b9baf685b7053de899bf3467f61c2781
8a3e1fa42ded4d198f2236ee,Trattoria Kitsilano,,,,,,,b9baf685b7053de899bf3467f61c2781
4656af852cc54950df68f8cc,Japanese Restaurant Toto Ya,,,,,,,b9baf685b7053de899bf3467f61c2781
377dde0a7e2842e30ddcfde3,Trattoria,,,,,,,b9baf685b7053de899bf3467f61c2781
f07001cf36f24724e90c52bf,Trattoria Kitchen,,,,,,,b9baf685b7053de899bf3467f61c2781
092550dff3d74086df5a358f,Caffe Millenia,,,,,,,b9baf685b7053de899bf3467f61c2781
388d19f52b0e4dc8323aa96c,The Noodle Box,,,,,,,b9baf685b7053de899bf3467f61c2781
