fsq_id,name,popularity,rating,stats.total_photos,stats.total_ratings,stats.total_tips,price,station_id
54d6dcdf498efaeaed8dc8d0,Carlos O'Bryan's Pub,0.9376357852265673,6.9,19.0,27.0,7.0,,8d6f0cbf7d44d2908c8ce73ed00dbf66
5759d270498e2922f1ad18b3,Babito Souvlaki & Greek Taverna,0.1931253879577902,,,,,,8d6f0cbf7d44d2908c8ce73ed00dbf66
5c8d886ab25fee002cf99a9d,Unchai Thai Restaurant,0.9406618559900682,,,,,2.0,8d6f0cbf7d44d2908c8ce73ed00dbf66
54a86309498e18f46e7ee941,Brown Rice Sushi,0.565778243327126,,,,,2.0,8d6f0cbf7d44d2908c8ce73ed00dbf66
4d8a902e7d4c548136636c71,Timkee Restaurant,0.5936530105524519,,,,,1.0,8d6f0cbf7d44d2908c8ce73ed00dbf66
59f28edfc666666b314ccb23,Delhi6,0.9445414338919925,,,,,2.0,8d6f0cbf7d44d2908c8ce73ed00dbf66
5dbe127ad358eb0007a61765,Gateau de Henry,0.9335816263190565,,,,,1.0,8d6f0cbf7d44d2908c8ce73ed00dbf66
52c5d4a6498edb92ced8478a,MacFalafel,0.6737856921166977,,,,,1.0,8d6f0cbf7d44d2908c8ce73ed00dbf66
aeca75f9e8fb49366df303d4,Delhi 6 Indian Bistro,,,,,,,8d6f0cbf7d44d2908c8ce73ed00dbf66
c925e5c9bba746e13780b1c0,Mo's Cafe,,,,,,,8d6f0cbf7d44d2908c8ce73ed00dbf66
