fsq_id,name,popularity,station_id
61984db7275c58364370f332,Ça Marche Crêperie,0.944366852886406,6620c54bd6b3a79800b2b67e999b24d0
737444891c7a40c486fcf764,Autostrada Vancouver House,,6620c54bd6b3a79800b2b67e999b24d0
