fsq_id,name,popularity,price,station_id
5bb278fba2a6ce002c88a4eb,Johnny Rockets,0.8863671632526381,1.0,4cb84c9a3743287019ae00ceef9a1cd3
bfd36040a5fa4d40e9cf98c1,Yu Shang Hot Pot,,,4cb84c9a3743287019ae00ceef9a1cd3
