fsq_id,name,popularity,price,rating,stats.total_photos,stats.total_ratings,stats.total_tips,station_id
56b3b6c8498e7267147d84be,JJ Bean Coffee Roasters,0.9372284295468652,1.0,7.4,13.0,25.0,1.0,b3bb9f58d3530d33a1a09b6be9e973e0
57bf4ddd498e33abfac55462,Pokérrito,0.9457247051520794,,7.5,24.0,38.0,5.0,b3bb9f58d3530d33a1a09b6be9e973e0
56cf6cba498e6349895e74e9,Field & Social,0.8941263190564867,2.0,6.7,16.0,18.0,6.0,b3bb9f58d3530d33a1a09b6be9e973e0
56c8d816498e18ceaed0155e,Ramen Gojiro,0.9624650837988827,1.0,6.0,114.0,95.0,20.0,b3bb9f58d3530d33a1a09b6be9e973e0
4aa8259df964a5209a4f20e3,Sushi Home,0.8217527932960894,2.0,6.0,15.0,30.0,12.0,b3bb9f58d3530d33a1a09b6be9e973e0
51df0a34498e208140b0ebc9,Big Bowl Rice,0.8118986654252017,1.0,,,,,b3bb9f58d3530d33a1a09b6be9e973e0
4b04c7f2f964a520925622e3,Dae Ji,0.8767264121663563,2.0,5.5,25.0,24.0,11.0,b3bb9f58d3530d33a1a09b6be9e973e0
53f40d04498e6311b5e573ba,White Spot,0.9629694289261328,2.0,5.0,56.0,17.0,8.0,b3bb9f58d3530d33a1a09b6be9e973e0
a940bf6fe9c140add01d5dbd,Frenchies Montreal Smoked Meat Ltd,,,,,,,b3bb9f58d3530d33a1a09b6be9e973e0
593988a54a674033a2590e84,Pizzarico's,,,,,,,b3bb9f58d3530d33a1a09b6be9e973e0
8133e1550d2049c085ab7ead,Frenchies Diner,,,,,,,b3bb9f58d3530d33a1a09b6be9e973e0
6172e9723fa64af1998fdf94,Fresh Slice Pizza,,,,,,,b3bb9f58d3530d33a1a09b6be9e973e0
