fsq_id,name,popularity,price,rating,stats.total_photos,stats.total_ratings,stats.total_tips,station_id
56e71692498e78e8143f679d,Tacofino,0.9620577281191807,1.0,8.7,30.0,92.0,23.0,8c9ea7f2132376859ef34fab981d6932
4aa7d47ff964a520714d20e3,The Keg Steakhouse + Bar - Yaletown,0.981707790192427,3.0,8.6,246.0,272.0,59.0,8c9ea7f2132376859ef34fab981d6932
5af8880a838e59002ce2d728,Angus T,0.9542985723153321,1.0,8.6,43.0,22.0,5.0,8c9ea7f2132376859ef34fab981d6932
518c4efa498e10ebaba29413,West Oak,0.955792209807573,2.0,7.3,116.0,84.0,17.0,8c9ea7f2132376859ef34fab981d6932
4eacd4d2775bad292f2f5189,Pierre's Champagne Lounge,0.8020057417752948,3.0,7.0,25.0,13.0,4.0,8c9ea7f2132376859ef34fab981d6932
4aa94391f964a520c05220e3,Subway,0.8592295158286778,1.0,6.2,8.0,16.0,1.0,8c9ea7f2132376859ef34fab981d6932
551af7be498e3ed18d7107de,The Greek by Anatoli,0.9616503724394786,2.0,6.6,25.0,46.0,14.0,8c9ea7f2132376859ef34fab981d6932
5f3c94414f388b0d484e44a6,Copper Branch,0.9130392613283674,2.0,,,,,8c9ea7f2132376859ef34fab981d6932
62463f7a6993f17469d289ee,Moltaqa,0.8322470515207946,2.0,,,,,8c9ea7f2132376859ef34fab981d6932
5db90dd3a53fc80008bd246b,Bartholomew's Plan,0.928227808814401,3.0,,,,,8c9ea7f2132376859ef34fab981d6932
4b7f2952f964a520621b30e3,Resto Bar & Grill,0.42190409683426444,2.0,,,,,8c9ea7f2132376859ef34fab981d6932
facc377b03204fccdd8c646b,Moroccan Restaurants Corp,,,,,,,8c9ea7f2132376859ef34fab981d6932
55d27a07ddd2459d97f17507,Melriches Coffeehouse,,,,,,,8c9ea7f2132376859ef34fab981d6932
8bd33a37dc04413619853df2,North by Norte Enterprises Ltd,,,,,,,8c9ea7f2132376859ef34fab981d6932
bbe7d78189e442a16772a91b,El Guapo,,,,,,,8c9ea7f2132376859ef34fab981d6932
